obsname,lte_rv,lte_e_rv,lte_teff,lte_logg,lte_redchi
he0031m5525_a_2452482_75575103005,34.945075829238974,8.06715241151703,12280.944787018194,8.285831903065963,0.4314475735959975
hs0329+1121_2452539_76659906982,-35.60191445364709,20.07712690665238,15235.022361711064,8.572591976678465,0.1754102951431727
he0455-5315_2452532_86495020008,88.64580436858779,20.88010590228911,16458.313446348857,8.999999995423932,0.4690860987875473
wd1511+009_2451947_8414968201,-0.1422611985184995,16.911441984109373,29487.23370417789,7.888899446852177,0.1210514223194793
hs1144+1517_2452328_78686896013,50.73617468391108,14.74854212145204,13481.624517704298,8.31037483654873,0.5481108714373589
he0409-5154_2451802_88238281012,78.89989264101678,16.389171729893803,26903.62201057496,7.872693576329172,0.0431251112735028
wd2318-226_2451802_66510957014,65.45090943985993,22.18238642603629,30932.761004029537,7.977129847625303,0.0191732527451788
wd0407+179_2452695_56614967994,96.27272287963784,8.07658059849065,12933.00451731428,8.13849730690575,0.1037643496786527
wd2204+071_2451704_91867621988,30.37022386149204,11.608205881107672,25828.70205510877,8.062058482873223,0.0851842884301865
he0426-0455_2451889_63988948986,34.01057358615985,9.760045917180696,14962.087858604084,8.110213214914825,0.0968090027462186
wd1152-287_2451736_53968943004,322.32929193088097,1.3072832188198618,16559.72105374476,8.364209845741001,1.3411675372788
wd0421+162_2452639_6317262901,99.38921443895556,6.480250591777796,20232.71832483556,8.125294232331445,0.1819640532559464
hs0331+2240_2452862_91688517993,6.391951098117287,12.852751717664244,15999.985394990686,8.999139426497214,0.485758650143885
wd1614-128_2451701_76166424993,97.75915749834004,39.48687032696486,14706.165969620995,8.380219670872528,0.0098642147856031
wd1847-223j_2452033_83984716004,0.1830983499424159,13.30050732353556,32434.29551677116,8.21050508436414,0.0527100398960162
wd1310-305_2452378_70537095983,67.31322276080554,7.423126247404973,15780.272344020705,8.99999999997782,1.0775284794169162
wd1625+093_2451705_73466173001,60.8615230094935,11.308441033773732,6768.77674535935,8.852535967580565,0.1133894830780355
wd0659-063_2451885_81998834014,-2.6547478574711176,18.242638408475504,49124.62623587869,7.00000000001562,0.5144043679141544
wd1422+095_2451742_55185353989,31.0234630657895,5.775907813583684,13251.729868694578,8.234387153910543,0.2475979210980568
wd1507-105_2451701_71157803014,-1.3127562330578222,5.325972153985392,10506.131385332186,8.350579679538546,0.3093851286037649
wd1105-048_2452387_68914591987,74.42228242636286,4.241833614567796,16499.751952790073,7.966904869624909,0.4157952696018662
he0320m1917_b_2451947_61009019986,60.07610840025836,12.172823470523216,14499.859317730828,7.210140433276917,0.9693511898642364
he2347-4608_2452542_80180436978,114.74418417519,10.09078767881082,10715.545637320149,8.839390026201624,3.122441782673932
wd2321-549_2452212_72628457006,26.31384488222441,62.83881840162924,44441.516352519815,7.801062949242668,0.0150152142699232
wd0229-481_2451759_89703124994,61.73602261305281,68.29549537014891,60706.05294706821,7.63812917123539,0.047245471232742
wd1448+077_2451755_57708066003,-71.70716419471374,10.367869520168323,15499.906439431725,7.844901973179962,0.0607234772760616
he0211m2824_b_2451947_53865160001,83.05093057023502,9.052963050199509,15163.017364796322,8.120228761707155,0.1392652242803605
wd1911+135_2451682_90445753001,0.6999852389745783,7.456594156979297,14258.81797949225,8.125365153969424,0.2211283333204074
wd0205-304_2452175_85906070005,82.86913425877434,8.595477530910244,17432.41283517697,7.865891930111639,0.1646931436710025
wd1953-715_2452387_82253996003,9.894818504539922,7.586006494432681,15515.566827774775,8.870665366346177,0.6930322801498922
wd2032+188_2452465_7403289699,171.43931507419686,2.2412569088444343,14850.943405051265,8.999995402168713,13.83711828178683
wd2122-467_2452479_75561635988,27.366302430051963,14.64476038722561,16499.869693812645,8.18794180867117,0.0797366047229874
wd0558+165_2452326_54700719006,114.84075836108684,9.122315800222353,17253.034162395717,8.403414226724358,0.1086780182515387
wd0612+177_2452324_60070622992,80.87983747175886,4.599829154377112,26345.68290718118,8.000010038458107,0.4025557231028459
ec12489m2750_a_2451738_55988057004,119.33788189786412,32.49269341290742,61343.76694605497,7.000000000825497,0.1539435171495103
he1413+0021_2451741_54371713009,72.47115290592329,12.404837378523322,15293.324568646378,8.251123130979426,0.1074244705101788
wd1403-077_2451950_82108535012,23.55035402628842,45.62842419955695,49044.43353544128,7.841606014623415,0.0266785554774971
wd2058+181_2452538_61966144014,-24.05353724223623,10.59473560703234,14713.786953326387,8.561529441271958,0.2021539188686017
wd0509-007_2452258_81380072003,32.56383629808322,13.577080722601645,32575.608077232024,7.313629681684668,0.0418918069126412
wd0509-007_2451801_8649677299,11.612399645558774,13.199823529456092,32735.48680148458,7.370549505802447,0.0369014703624315
wd1241+235_2452326_87070730003,-8.322375172069828,11.895097976684577,27511.205201204968,7.954318169174355,0.0784930761092223
wd1327-083_2452684_79086379986,18.10417465422192,2.3777721732374664,15558.210657195224,7.993924929854301,1.0999974943000916
wd1314-067_2451947_70654680021,-78.83386158445592,17.509542550319615,19258.43801733449,7.58920011350502,2.2501545074404423
wd1507-105_2451696_74165190989,10.415271348338722,285.6434273076552,10298.119152015712,8.266871393989206,0.0001496050951297
wd1914+094_2451690_89312836993,2.200659213090786,43.99293986965935,33058.35338044916,7.893300111197153,0.0237098807681905
wd1434-223_2451684_65244111,-48.901485572349415,20.00145926566735,8553.276218507617,8.999905711723311,0.7713670001159272
he0333m2201_b_2451924_60029122001,81.82505818766792,96.52569867293452,16165.61742919679,8.349001297675022,0.0014216076406078
wd2348-244_2451762_71320562018,58.31614808486096,6.416089280425734,11540.09345381495,8.411461769716887,0.2031088226230324
he0344m1207_a_2451946_62303047022,127.00776235031137,3.1699444048898684,11760.592160509275,7.923382237164234,0.13032910683266
ec12489m2750_b_2451741_49392732,85.48622637727462,33.998233777743664,61239.94783806669,7.000000000136695,0.1373363323633961
he2334-1355_2452544_69300642982,35.09179237976681,10.221434406416588,31338.19831178166,7.440668580958789,0.0595940679290475
hs0130+0156_2452143_87092421995,-11.479473264493572,45.63368797824512,41183.88125553163,7.835686352173989,0.0363544225717048
hs1053+0844_2452327_71914129006,28.03861345070857,14.2624089477104,14186.170621399033,8.38319091646422,0.200820963501891
wd1356-233_2451706_55358038982,-2.1439746954665977,5.7310687853717885,9632.363098938304,8.745316378350207,0.3051463361488595
wd1130-125_2451683_54798222985,87.6665364415541,8.664493357721938,14364.806580756936,8.474985302288156,0.1169499802167142
wd1020-207_2451655_68202733994,100.6339685490568,8.257318612243992,15647.535460884345,8.999998288592556,0.7036978146840227
wd2309+105_2451762_65197480004,-27.999748896776453,25.086846855451707,60238.1485991085,7.693527602991788,0.1482221740767189
hs1153+1416_2452684_75487989001,4.847818746050893,16.97981753370296,16117.262721207982,8.004797728478978,0.3151859348481131
wd0512-417j_2452327_55771266995,104.89632885990098,73.11231919556819,50591.78995269898,7.901936398001692,0.0288921443501242
wd0102-142_2451761_91016446985,3.1678815659274497,9.955038640140394,21066.466505953696,8.051619781662323,0.2595022280232512
wd1149+057_2451924_85523148021,-7.166320442499405,16.953165233270994,11067.88112985874,8.322581501925551,0.0398385326861572
he0456-2347_2452315_54481279012,85.96708341923559,13.941974995789728,25349.50801892365,8.092346470879026,0.0998598017003378
wd0231-054_2451737_87294331007,79.6683790677511,6.772557972014781,18308.19106373233,8.346145217750935,0.3851485334148065
