source_id,nlte_rv,nlte_e_rv,nlte_teff,nlte_logg,nlte_redchi
91690164426711040,14.49138285115657,2.3568466292609616,,,4.0047664139083725
3529574716212596736,23.73819180942144,3.421703390528892,,,2.858041495950399
5125057897336633344,21.232823072319047,1.7751870586847414,,,5.4645353123363165
5098930339964725248,49.10198736823775,2.3516210680437766,,,4.217273684436453
2656542452030717952,-31.776349699105506,19.40819236950064,,,1.347654137224867
679177201586401280,64.27938754524773,5.34101966354681,,,3.513642912118934
46896958359881728,74.86003137680434,0.7517436191225997,,,15.877094789266721
2772855182928578560,20.510533017416495,1.634160791166341,,,3.2650948669659305
3846451454781376512,33.162609244221564,2.3116674832266693,,,7.615813203139706
3866880552624195584,108.20955794618034,3.2850126502348616,,,3.9264372542417116
2511623211717232640,30.40756467952663,1.3175160007528444,,,6.813737289551887
5083478078426926976,29.851774721787816,2.140099151716152,,,3.332581040555773
6585878288771383296,-32.50608707151699,2.579519139771815,,,3.0650902288934074
2442099751463686528,36.76438385653592,2.4329515962038606,,,3.5236701373106825
2390888829168611968,6.801287447510144,3.2193960807479978,,,3.7696704982372453
2658537614663492352,65.47012263443966,5.587229871511234,,,3.3187327331093384
4419865155422033280,1.3029071224425033,3.5758291728948404,,,2.638543498473099
5402827451143222912,14.368479413587856,1.5583403122154849,,,4.538406258379563
3973707423046985984,18.035653128908752,20.02784248217508,,,1.6501429869885882
6849796229451135104,-10.140681649191528,1.691195031967606,,,4.990430380364321
4420242631507777920,53.233449408981244,3.331824370784009,,,4.706597587395576
6468623688724871808,65.48688113982081,1.7789901822479273,,,21.739944461667644
1738521539295354240,5.3720694374355,6.299265212315065,,,2.1673374870024618
6191268135405788544,67.07587665920512,2.1986205240209387,,,4.9511634333523835
5792402116129561984,198.63341688308012,1.5502933470789202,,,6.090580940066593
4460086458999242368,30.34672049476466,1.827997174540208,,,4.656536642504091
6278550873112595968,-778.6336958053693,6.338591156114035,,,3.9253650291802136
2662658107503521536,18.736277822362407,4.3059339564644965,,,2.1176835809131864
61497407625478272,42.99485647103766,1.9204480349952782,,,5.297710931541369
3724583445679765632,86.75882588571096,2.671346943858069,,,4.8299922162319575
5612710511362093184,20.871383926669438,4.836900179821805,,,1.9963421285057281
2789398778477164672,45.64141069115949,1.2465651145221912,,,7.464973664186507
5088334621288740992,63.40988987617778,11.269514195391078,,,0.16273262101904729
2473843786029439104,24.258541396990683,1.1479725747750429,,,7.723036092329184
2510891108771852416,23.981552421875307,3.9098876201960238,,,7.3306721370796
3574739561506431104,46.15996841539314,1.442922015112341,,,5.963747394213159
4766810380210581632,63.44143550110843,1.9233054911782972,,,4.54489641316993
